,RegionName,RegionID,SizeRank,Date,value
559,"Birmingham, AL",394388,49,2014-06,979
560,"Salt Lake City, UT",395053,50,2014-06,1039
561,"Rochester, NY",395031,51,2014-06,940
562,"Grand Rapids, MI",394640,52,2014-06,875
563,"Tucson, AZ",395167,53,2014-06,935
564,"Urban Honolulu, HI",753924,54,2014-06,2047
565,"Tulsa, OK",395169,55,2014-06,911
566,"Fresno, CA",394619,56,2014-06,1161
567,"Worcester, MA",395238,57,2014-06,1111
568,"Stamford, CT",394415,58,2014-06,1901
569,"Albuquerque, NM",394312,59,2014-06,931
570,"Albany, NY",394308,60,2014-06,1058
571,"Omaha, NE",394938,61,2014-06,843
572,"New Haven, CT",394908,62,2014-06,1299
573,"Bakersfield, CA",394357,63,2014-06,1019
574,"Knoxville, TN",394753,64,2014-06,941
575,"Greenville, SC",394653,65,2014-06,963
576,"Ventura, CA",394952,66,2014-06,1944
577,"Allentown, PA",394318,67,2014-06,1183
578,"El Paso, TX",394561,68,2014-06,981
579,"Baton Rouge, LA",394367,69,2014-06,1076
580,"Dayton, OH",394521,70,2014-06,816
581,"McAllen, TX",394843,71,2014-06,800
582,"Columbia, SC",394486,72,2014-06,959
583,"Greensboro, NC",394648,73,2014-06,957
584,"Akron, OH",394304,74,2014-06,797
585,"North Port-Sarasota-Bradenton, FL",753906,75,2014-06,1254
586,"Little Rock, AR",394798,76,2014-06,789
587,"Stockton, CA",395134,77,2014-06,1402
588,"Charleston, SC",394457,78,2014-06,1169
589,"Syracuse, NY",395143,79,2014-06,943
590,"Colorado Springs, CO",394484,80,2014-06,1055
591,"Winston-Salem, NC",395235,81,2014-06,1077
592,"Wichita, KS",395224,82,2014-06,746
593,"Springfield, MA",395115,83,2014-06,1238
594,"Fort Myers, FL",394440,84,2014-06,1007
595,"Boise City, ID",394399,85,2014-06,966
596,"Toledo, OH",395160,86,2014-06,834
597,"Madison, WI",394816,87,2014-06,1035
598,"Lakeland, FL",394766,88,2014-06,1040
599,"Ogden, UT",394931,89,2014-06,964
600,"Daytona Beach, FL",394528,90,2014-06,1012
601,"Des Moines, IA",394531,91,2014-06,1015
602,"Jackson, MS",394711,92,2014-06,1094
603,"Youngstown, OH",395245,93,2014-06,623
604,"Augusta, GA",394352,94,2014-06,913
605,"Scranton, PA",395075,95,2014-06,840
606,"Harrisburg, PA",394666,96,2014-06,975
607,"Melbourne, FL",394957,97,2014-06,964
608,"Spokane, WA",395113,99,2014-06,924
609,"Provo, UT",395006,100,2014-06,1024
610,"Killeen, TX",394746,128,2014-06,867
611,"College Station, TX",394483,192,2014-06,1235
612,United States,102001,0,2014-07,1351
613,"New York, NY",394913,1,2014-07,4808
614,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2014-07,1813
615,"Chicago, IL",394463,3,2014-07,1427
616,"Dallas-Fort Worth, TX",394514,4,2014-07,1149
617,"Philadelphia, PA",394974,5,2014-07,1346
618,"Houston, TX",394692,6,2014-07,1201
619,"Washington, DC",395209,7,2014-07,1788
620,"Miami-Fort Lauderdale, FL",394856,8,2014-07,1608
621,"Atlanta, GA",394347,9,2014-07,1101
622,"Boston, MA",394404,10,2014-07,2188
623,"San Francisco, CA",395057,11,2014-07,2352
624,"Detroit, MI",394532,12,2014-07,979
625,"Riverside, CA",395025,13,2014-07,1455
626,"Phoenix, AZ",394976,14,2014-07,980
627,"Seattle, WA",395078,15,2014-07,1421
628,"Minneapolis-St Paul, MN",394865,16,2014-07,1199
629,"San Diego, CA",395056,17,2014-07,1758
630,"St. Louis, MO",395121,18,2014-07,923
631,"Tampa, FL",395148,19,2014-07,1130
632,"Baltimore, MD",394358,20,2014-07,1456
633,"Denver, CO",394530,21,2014-07,1278
634,"Pittsburgh, PA",394982,22,2014-07,1034
635,"Portland, OR",394998,23,2014-07,1192
636,"Charlotte, NC",394458,24,2014-07,1082
637,"Sacramento, CA",395045,25,2014-07,1300
638,"San Antonio, TX",395055,26,2014-07,973
639,"Orlando, FL",394943,27,2014-07,1187
640,"Cincinnati, OH",394466,28,2014-07,952
641,"Cleveland, OH",394475,29,2014-07,940
642,"Kansas City, MO",394735,30,2014-07,904
643,"Las Vegas, NV",394775,31,2014-07,1019
644,"Columbus, OH",394492,32,2014-07,943
645,"Indianapolis, IN",394705,33,2014-07,966
646,"San Jose, CA",395059,34,2014-07,2372
647,"Austin, TX",394355,35,2014-07,1211
648,"Virginia Beach, VA",395194,36,2014-07,1160
649,"Nashville, TN",394902,37,2014-07,1170
650,"Providence, RI",395005,38,2014-07,1175
651,"Milwaukee, WI",394862,39,2014-07,964
652,"Jacksonville, FL",394714,40,2014-07,1083
653,"Memphis, TN",394849,41,2014-07,1008
654,"Oklahoma City, OK",394935,42,2014-07,981
655,"Louisville-Jefferson County, KY",394807,43,2014-07,865
656,"Hartford, CT",394669,44,2014-07,1244
657,"Richmond, VA",395022,45,2014-07,1079
658,"New Orleans, LA",394910,46,2014-07,1088
659,"Buffalo, NY",394425,47,2014-07,811
660,"Raleigh, NC",395012,48,2014-07,1144
661,"Birmingham, AL",394388,49,2014-07,981
662,"Salt Lake City, UT",395053,50,2014-07,1042
663,"Rochester, NY",395031,51,2014-07,944
664,"Grand Rapids, MI",394640,52,2014-07,882
665,"Tucson, AZ",395167,53,2014-07,936
666,"Urban Honolulu, HI",753924,54,2014-07,2063
667,"Tulsa, OK",395169,55,2014-07,913
668,"Fresno, CA",394619,56,2014-07,1164
669,"Worcester, MA",395238,57,2014-07,1116
670,"Stamford, CT",394415,58,2014-07,1912
671,"Albuquerque, NM",394312,59,2014-07,933
672,"Albany, NY",394308,60,2014-07,1063
673,"Omaha, NE",394938,61,2014-07,847
674,"New Haven, CT",394908,62,2014-07,1304
675,"Bakersfield, CA",394357,63,2014-07,1022
676,"Knoxville, TN",394753,64,2014-07,944
677,"Greenville, SC",394653,65,2014-07,962
678,"Ventura, CA",394952,66,2014-07,1952
679,"Allentown, PA",394318,67,2014-07,1185
680,"El Paso, TX",394561,68,2014-07,981
681,"Baton Rouge, LA",394367,69,2014-07,1078
682,"Dayton, OH",394521,70,2014-07,818
683,"McAllen, TX",394843,71,2014-07,802
684,"Columbia, SC",394486,72,2014-07,961
685,"Greensboro, NC",394648,73,2014-07,958
686,"Akron, OH",394304,74,2014-07,800
687,"North Port-Sarasota-Bradenton, FL",753906,75,2014-07,1263
688,"Little Rock, AR",394798,76,2014-07,790
689,"Stockton, CA",395134,77,2014-07,1408
690,"Charleston, SC",394457,78,2014-07,1174
691,"Syracuse, NY",395143,79,2014-07,946
692,"Colorado Springs, CO",394484,80,2014-07,1060
693,"Winston-Salem, NC",395235,81,2014-07,1077
694,"Wichita, KS",395224,82,2014-07,749
695,"Springfield, MA",395115,83,2014-07,1241
696,"Fort Myers, FL",394440,84,2014-07,1015
697,"Boise City, ID",394399,85,2014-07,970
698,"Toledo, OH",395160,86,2014-07,835
699,"Madison, WI",394816,87,2014-07,1036
700,"Lakeland, FL",394766,88,2014-07,1043
701,"Ogden, UT",394931,89,2014-07,967
702,"Daytona Beach, FL",394528,90,2014-07,1017
703,"Des Moines, IA",394531,91,2014-07,1019
704,"Jackson, MS",394711,92,2014-07,1096
705,"Youngstown, OH",395245,93,2014-07,624
706,"Augusta, GA",394352,94,2014-07,912
707,"Scranton, PA",395075,95,2014-07,842
708,"Harrisburg, PA",394666,96,2014-07,973
709,"Melbourne, FL",394957,97,2014-07,969
710,"Spokane, WA",395113,99,2014-07,921
711,"Provo, UT",395006,100,2014-07,1029
712,"Killeen, TX",394746,128,2014-07,869
713,"College Station, TX",394483,192,2014-07,1240
714,United States,102001,0,2014-08,1356
715,"New York, NY",394913,1,2014-08,4829
716,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2014-08,1824
717,"Chicago, IL",394463,3,2014-08,1430
718,"Dallas-Fort Worth, TX",394514,4,2014-08,1153
719,"Philadelphia, PA",394974,5,2014-08,1349
720,"Houston, TX",394692,6,2014-08,1207
721,"Washington, DC",395209,7,2014-08,1791
722,"Miami-Fort Lauderdale, FL",394856,8,2014-08,1616
723,"Atlanta, GA",394347,9,2014-08,1105
724,"Boston, MA",394404,10,2014-08,2194
725,"San Francisco, CA",395057,11,2014-08,2385
726,"Detroit, MI",394532,12,2014-08,981
727,"Riverside, CA",395025,13,2014-08,1460
728,"Phoenix, AZ",394976,14,2014-08,984
729,"Seattle, WA",395078,15,2014-08,1431
730,"Minneapolis-St Paul, MN",394865,16,2014-08,1202
731,"San Diego, CA",395056,17,2014-08,1768
732,"St. Louis, MO",395121,18,2014-08,926
733,"Tampa, FL",395148,19,2014-08,1134
734,"Baltimore, MD",394358,20,2014-08,1458
735,"Denver, CO",394530,21,2014-08,1293
736,"Pittsburgh, PA",394982,22,2014-08,1038
737,"Portland, OR",394998,23,2014-08,1201
738,"Charlotte, NC",394458,24,2014-08,1086
739,"Sacramento, CA",395045,25,2014-08,1305
740,"San Antonio, TX",395055,26,2014-08,976
741,"Orlando, FL",394943,27,2014-08,1192
742,"Cincinnati, OH",394466,28,2014-08,955
743,"Cleveland, OH",394475,29,2014-08,943
744,"Kansas City, MO",394735,30,2014-08,908
745,"Las Vegas, NV",394775,31,2014-08,1021
746,"Columbus, OH",394492,32,2014-08,945
747,"Indianapolis, IN",394705,33,2014-08,968
748,"San Jose, CA",395059,34,2014-08,2406
749,"Austin, TX",394355,35,2014-08,1217
750,"Virginia Beach, VA",395194,36,2014-08,1162
751,"Nashville, TN",394902,37,2014-08,1178
752,"Providence, RI",395005,38,2014-08,1178
753,"Milwaukee, WI",394862,39,2014-08,969
754,"Jacksonville, FL",394714,40,2014-08,1085
755,"Memphis, TN",394849,41,2014-08,1010
756,"Oklahoma City, OK",394935,42,2014-08,984
757,"Louisville-Jefferson County, KY",394807,43,2014-08,869
758,"Hartford, CT",394669,44,2014-08,1246
759,"Richmond, VA",395022,45,2014-08,1083
760,"New Orleans, LA",394910,46,2014-08,1089
761,"Buffalo, NY",394425,47,2014-08,815
762,"Raleigh, NC",395012,48,2014-08,1147
763,"Birmingham, AL",394388,49,2014-08,983
764,"Salt Lake City, UT",395053,50,2014-08,1046
765,"Rochester, NY",395031,51,2014-08,947
766,"Grand Rapids, MI",394640,52,2014-08,888
767,"Tucson, AZ",395167,53,2014-08,937
768,"Urban Honolulu, HI",753924,54,2014-08,2078
769,"Tulsa, OK",395169,55,2014-08,914
770,"Fresno, CA",394619,56,2014-08,1167
771,"Worcester, MA",395238,57,2014-08,1120
772,"Stamford, CT",394415,58,2014-08,1922
773,"Albuquerque, NM",394312,59,2014-08,934
774,"Albany, NY",394308,60,2014-08,1067
775,"Omaha, NE",394938,61,2014-08,851
776,"New Haven, CT",394908,62,2014-08,1309
777,"Bakersfield, CA",394357,63,2014-08,1026
778,"Knoxville, TN",394753,64,2014-08,946
779,"Greenville, SC",394653,65,2014-08,961
780,"Ventura, CA",394952,66,2014-08,1961
781,"Allentown, PA",394318,67,2014-08,1187
782,"El Paso, TX",394561,68,2014-08,982
783,"Baton Rouge, LA",394367,69,2014-08,1079
784,"Dayton, OH",394521,70,2014-08,819
785,"McAllen, TX",394843,71,2014-08,804
786,"Columbia, SC",394486,72,2014-08,962
787,"Greensboro, NC",394648,73,2014-08,959
788,"Akron, OH",394304,74,2014-08,804
789,"North Port-Sarasota-Bradenton, FL",753906,75,2014-08,1271
790,"Little Rock, AR",394798,76,2014-08,791
791,"Stockton, CA",395134,77,2014-08,1415
792,"Charleston, SC",394457,78,2014-08,1180
793,"Syracuse, NY",395143,79,2014-08,950
794,"Colorado Springs, CO",394484,80,2014-08,1064
795,"Winston-Salem, NC",395235,81,2014-08,1077
796,"Wichita, KS",395224,82,2014-08,753
797,"Springfield, MA",395115,83,2014-08,1244
798,"Fort Myers, FL",394440,84,2014-08,1024
799,"Boise City, ID",394399,85,2014-08,974
800,"Toledo, OH",395160,86,2014-08,836
801,"Madison, WI",394816,87,2014-08,1038
802,"Lakeland, FL",394766,88,2014-08,1046
803,"Ogden, UT",394931,89,2014-08,970
804,"Daytona Beach, FL",394528,90,2014-08,1022
805,"Des Moines, IA",394531,91,2014-08,1023
806,"Jackson, MS",394711,92,2014-08,1098
807,"Youngstown, OH",395245,93,2014-08,625
808,"Augusta, GA",394352,94,2014-08,912
809,"Scranton, PA",395075,95,2014-08,843
810,"Harrisburg, PA",394666,96,2014-08,972
811,"Melbourne, FL",394957,97,2014-08,974
812,"Spokane, WA",395113,99,2014-08,917
813,"Provo, UT",395006,100,2014-08,1033
814,"Killeen, TX",394746,128,2014-08,870
815,"College Station, TX",394483,192,2014-08,1246
816,United States,102001,0,2014-09,1361
817,"New York, NY",394913,1,2014-09,4849
818,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2014-09,1834
819,"Chicago, IL",394463,3,2014-09,1434
820,"Dallas-Fort Worth, TX",394514,4,2014-09,1157
821,"Philadelphia, PA",394974,5,2014-09,1352
822,"Houston, TX",394692,6,2014-09,1213
823,"Washington, DC",395209,7,2014-09,1793
824,"Miami-Fort Lauderdale, FL",394856,8,2014-09,1624
825,"Atlanta, GA",394347,9,2014-09,1109
826,"Boston, MA",394404,10,2014-09,2199
827,"San Francisco, CA",395057,11,2014-09,2417
828,"Detroit, MI",394532,12,2014-09,984
829,"Riverside, CA",395025,13,2014-09,1465
830,"Phoenix, AZ",394976,14,2014-09,988
831,"Seattle, WA",395078,15,2014-09,1441
832,"Minneapolis-St Paul, MN",394865,16,2014-09,1205
833,"San Diego, CA",395056,17,2014-09,1777
834,"St. Louis, MO",395121,18,2014-09,929
835,"Tampa, FL",395148,19,2014-09,1138
836,"Baltimore, MD",394358,20,2014-09,1461
837,"Denver, CO",394530,21,2014-09,1307
838,"Pittsburgh, PA",394982,22,2014-09,1042
839,"Portland, OR",394998,23,2014-09,1211
840,"Charlotte, NC",394458,24,2014-09,1090
841,"Sacramento, CA",395045,25,2014-09,1311
842,"San Antonio, TX",395055,26,2014-09,979
843,"Orlando, FL",394943,27,2014-09,1196
844,"Cincinnati, OH",394466,28,2014-09,958
845,"Cleveland, OH",394475,29,2014-09,946
846,"Kansas City, MO",394735,30,2014-09,911
847,"Las Vegas, NV",394775,31,2014-09,1024
848,"Columbus, OH",394492,32,2014-09,947
849,"Indianapolis, IN",394705,33,2014-09,970
850,"San Jose, CA",395059,34,2014-09,2440
851,"Austin, TX",394355,35,2014-09,1222
852,"Virginia Beach, VA",395194,36,2014-09,1164
853,"Nashville, TN",394902,37,2014-09,1186
854,"Providence, RI",395005,38,2014-09,1181
855,"Milwaukee, WI",394862,39,2014-09,973
856,"Jacksonville, FL",394714,40,2014-09,1087
857,"Memphis, TN",394849,41,2014-09,1012
858,"Oklahoma City, OK",394935,42,2014-09,987
859,"Louisville-Jefferson County, KY",394807,43,2014-09,872
860,"Hartford, CT",394669,44,2014-09,1249
861,"Richmond, VA",395022,45,2014-09,1086
862,"New Orleans, LA",394910,46,2014-09,1091
863,"Buffalo, NY",394425,47,2014-09,819
864,"Raleigh, NC",395012,48,2014-09,1150
865,"Birmingham, AL",394388,49,2014-09,985
866,"Salt Lake City, UT",395053,50,2014-09,1049
867,"Rochester, NY",395031,51,2014-09,951
868,"Grand Rapids, MI",394640,52,2014-09,894
869,"Tucson, AZ",395167,53,2014-09,938
870,"Urban Honolulu, HI",753924,54,2014-09,2093
871,"Tulsa, OK",395169,55,2014-09,916
872,"Fresno, CA",394619,56,2014-09,1170
873,"Worcester, MA",395238,57,2014-09,1124
874,"Stamford, CT",394415,58,2014-09,1932
875,"Albuquerque, NM",394312,59,2014-09,935
876,"Albany, NY",394308,60,2014-09,1071
877,"Omaha, NE",394938,61,2014-09,855
878,"New Haven, CT",394908,62,2014-09,1315
879,"Bakersfield, CA",394357,63,2014-09,1030
880,"Knoxville, TN",394753,64,2014-09,949
881,"Greenville, SC",394653,65,2014-09,960
882,"Ventura, CA",394952,66,2014-09,1969
883,"Allentown, PA",394318,67,2014-09,1189
884,"El Paso, TX",394561,68,2014-09,982
885,"Baton Rouge, LA",394367,69,2014-09,1081
886,"Dayton, OH",394521,70,2014-09,821
887,"McAllen, TX",394843,71,2014-09,806
888,"Columbia, SC",394486,72,2014-09,964
889,"Greensboro, NC",394648,73,2014-09,960
890,"Akron, OH",394304,74,2014-09,807
891,"North Port-Sarasota-Bradenton, FL",753906,75,2014-09,1280
892,"Little Rock, AR",394798,76,2014-09,791
893,"Stockton, CA",395134,77,2014-09,1421
894,"Charleston, SC",394457,78,2014-09,1185
895,"Syracuse, NY",395143,79,2014-09,953
896,"Colorado Springs, CO",394484,80,2014-09,1068
897,"Winston-Salem, NC",395235,81,2014-09,1077
898,"Wichita, KS",395224,82,2014-09,756
899,"Springfield, MA",395115,83,2014-09,1247
900,"Fort Myers, FL",394440,84,2014-09,1033
901,"Boise City, ID",394399,85,2014-09,978
902,"Toledo, OH",395160,86,2014-09,838
903,"Madison, WI",394816,87,2014-09,1040
904,"Lakeland, FL",394766,88,2014-09,1048
905,"Ogden, UT",394931,89,2014-09,973
906,"Daytona Beach, FL",394528,90,2014-09,1027
907,"Des Moines, IA",394531,91,2014-09,1027
908,"Jackson, MS",394711,92,2014-09,1099
909,"Youngstown, OH",395245,93,2014-09,626
910,"Augusta, GA",394352,94,2014-09,911
911,"Scranton, PA",395075,95,2014-09,844
912,"Harrisburg, PA",394666,96,2014-09,970
913,"Melbourne, FL",394957,97,2014-09,979
914,"Spokane, WA",395113,99,2014-09,914
915,"Provo, UT",395006,100,2014-09,1037
916,"Killeen, TX",394746,128,2014-09,872
917,"College Station, TX",394483,192,2014-09,1252
918,United States,102001,0,2014-10,1367
919,"New York, NY",394913,1,2014-10,4870
920,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2014-10,1845
921,"Chicago, IL",394463,3,2014-10,1437
922,"Dallas-Fort Worth, TX",394514,4,2014-10,1160
923,"Philadelphia, PA",394974,5,2014-10,1355
924,"Houston, TX",394692,6,2014-10,1220
925,"Washington, DC",395209,7,2014-10,1796
926,"Miami-Fort Lauderdale, FL",394856,8,2014-10,1631
927,"Atlanta, GA",394347,9,2014-10,1113
928,"Boston, MA",394404,10,2014-10,2205
929,"San Francisco, CA",395057,11,2014-10,2450
930,"Detroit, MI",394532,12,2014-10,986
931,"Riverside, CA",395025,13,2014-10,1470
932,"Phoenix, AZ",394976,14,2014-10,992
933,"Seattle, WA",395078,15,2014-10,1450
934,"Minneapolis-St Paul, MN",394865,16,2014-10,1208
935,"San Diego, CA",395056,17,2014-10,1787
936,"St. Louis, MO",395121,18,2014-10,932
937,"Tampa, FL",395148,19,2014-10,1142
938,"Baltimore, MD",394358,20,2014-10,1464
939,"Denver, CO",394530,21,2014-10,1322
940,"Pittsburgh, PA",394982,22,2014-10,1046
941,"Portland, OR",394998,23,2014-10,1220
942,"Charlotte, NC",394458,24,2014-10,1094
943,"Sacramento, CA",395045,25,2014-10,1316
944,"San Antonio, TX",395055,26,2014-10,982
945,"Orlando, FL",394943,27,2014-10,1200
946,"Cincinnati, OH",394466,28,2014-10,962
947,"Cleveland, OH",394475,29,2014-10,949
948,"Kansas City, MO",394735,30,2014-10,914
949,"Las Vegas, NV",394775,31,2014-10,1026
950,"Columbus, OH",394492,32,2014-10,949
951,"Indianapolis, IN",394705,33,2014-10,971
952,"San Jose, CA",395059,34,2014-10,2474
953,"Austin, TX",394355,35,2014-10,1228
954,"Virginia Beach, VA",395194,36,2014-10,1166
955,"Nashville, TN",394902,37,2014-10,1193
956,"Providence, RI",395005,38,2014-10,1184
957,"Milwaukee, WI",394862,39,2014-10,978
958,"Jacksonville, FL",394714,40,2014-10,1088
959,"Memphis, TN",394849,41,2014-10,1014
960,"Oklahoma City, OK",394935,42,2014-10,991
961,"Louisville-Jefferson County, KY",394807,43,2014-10,876
962,"Hartford, CT",394669,44,2014-10,1252
963,"Richmond, VA",395022,45,2014-10,1090
964,"New Orleans, LA",394910,46,2014-10,1093
965,"Buffalo, NY",394425,47,2014-10,824
966,"Raleigh, NC",395012,48,2014-10,1153
967,"Birmingham, AL",394388,49,2014-10,987
968,"Salt Lake City, UT",395053,50,2014-10,1053
969,"Rochester, NY",395031,51,2014-10,955
970,"Grand Rapids, MI",394640,52,2014-10,900
971,"Tucson, AZ",395167,53,2014-10,940
972,"Urban Honolulu, HI",753924,54,2014-10,2109
973,"Tulsa, OK",395169,55,2014-10,918
974,"Fresno, CA",394619,56,2014-10,1173
975,"Worcester, MA",395238,57,2014-10,1128
976,"Stamford, CT",394415,58,2014-10,1942
977,"Albuquerque, NM",394312,59,2014-10,937
978,"Albany, NY",394308,60,2014-10,1076
979,"Omaha, NE",394938,61,2014-10,859
980,"New Haven, CT",394908,62,2014-10,1320
981,"Bakersfield, CA",394357,63,2014-10,1033
982,"Knoxville, TN",394753,64,2014-10,952
983,"Greenville, SC",394653,65,2014-10,959
984,"Ventura, CA",394952,66,2014-10,1978
985,"Allentown, PA",394318,67,2014-10,1191
986,"El Paso, TX",394561,68,2014-10,982
987,"Baton Rouge, LA",394367,69,2014-10,1082
988,"Dayton, OH",394521,70,2014-10,823
989,"McAllen, TX",394843,71,2014-10,808
990,"Columbia, SC",394486,72,2014-10,966
991,"Greensboro, NC",394648,73,2014-10,961
992,"Akron, OH",394304,74,2014-10,810
993,"North Port-Sarasota-Bradenton, FL",753906,75,2014-10,1289
994,"Little Rock, AR",394798,76,2014-10,792
995,"Stockton, CA",395134,77,2014-10,1428
996,"Charleston, SC",394457,78,2014-10,1191
997,"Syracuse, NY",395143,79,2014-10,957
998,"Colorado Springs, CO",394484,80,2014-10,1073
999,"Winston-Salem, NC",395235,81,2014-10,1077
1000,"Wichita, KS",395224,82,2014-10,759
1001,"Springfield, MA",395115,83,2014-10,1250
1002,"Fort Myers, FL",394440,84,2014-10,1041
1003,"Boise City, ID",394399,85,2014-10,982
1004,"Toledo, OH",395160,86,2014-10,839
1005,"Madison, WI",394816,87,2014-10,1042
1006,"Lakeland, FL",394766,88,2014-10,1051
1007,"Ogden, UT",394931,89,2014-10,976
1008,"Daytona Beach, FL",394528,90,2014-10,1033
1009,"Des Moines, IA",394531,91,2014-10,1031
1010,"Jackson, MS",394711,92,2014-10,1101
1011,"Youngstown, OH",395245,93,2014-10,627
1012,"Augusta, GA",394352,94,2014-10,911
1013,"Scranton, PA",395075,95,2014-10,845
1014,"Harrisburg, PA",394666,96,2014-10,968
1015,"Melbourne, FL",394957,97,2014-10,983
1016,"Spokane, WA",395113,99,2014-10,911
1017,"Provo, UT",395006,100,2014-10,1041
1018,"Killeen, TX",394746,128,2014-10,873
1019,"College Station, TX",394483,192,2014-10,1258
1020,United States,102001,0,2014-11,1372
1021,"New York, NY",394913,1,2014-11,4890
1022,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2014-11,1856
1023,"Chicago, IL",394463,3,2014-11,1441
1024,"Dallas-Fort Worth, TX",394514,4,2014-11,1164
1025,"Philadelphia, PA",394974,5,2014-11,1358
1026,"Houston, TX",394692,6,2014-11,1225
1027,"Washington, DC",395209,7,2014-11,1798
1028,"Miami-Fort Lauderdale, FL",394856,8,2014-11,1639
1029,"Atlanta, GA",394347,9,2014-11,1117
1030,"Boston, MA",394404,10,2014-11,2211
1031,"San Francisco, CA",395057,11,2014-11,2481
1032,"Detroit, MI",394532,12,2014-11,989
1033,"Riverside, CA",395025,13,2014-11,1476
1034,"Phoenix, AZ",394976,14,2014-11,997
1035,"Seattle, WA",395078,15,2014-11,1460
1036,"Minneapolis-St Paul, MN",394865,16,2014-11,1211
1037,"San Diego, CA",395056,17,2014-11,1796
1038,"St. Louis, MO",395121,18,2014-11,934
1039,"Tampa, FL",395148,19,2014-11,1146
1040,"Baltimore, MD",394358,20,2014-11,1466
1041,"Denver, CO",394530,21,2014-11,1335
