Date,Unnamed: 0,RegionName,RegionID,SizeRank,value
2015/12/01,2428,"Wichita, KS",395224,82,767.0
2015/12/01,2429,"Springfield, MA",395115,83,1294.0
2015/12/01,2430,"Fort Myers, FL",394440,84,1181.0
2015/12/01,2431,"Boise City, ID",394399,85,1050.0
2015/12/01,2432,"Toledo, OH",395160,86,860.0
2015/12/01,2433,"Madison, WI",394816,87,1090.0
2015/12/01,2434,"Lakeland, FL",394766,88,1105.0
2015/12/01,2435,"Ogden, UT",394931,89,1028.0
2015/12/01,2436,"Daytona Beach, FL",394528,90,1115.0
2015/12/01,2437,"Des Moines, IA",394531,91,1034.0
2015/12/01,2438,"Jackson, MS",394711,92,1130.0
2015/12/01,2439,"Youngstown, OH",395245,93,636.0
2015/12/01,2440,"Augusta, GA",394352,94,934.0
2015/12/01,2441,"Scranton, PA",395075,95,856.0
2015/12/01,2442,"Harrisburg, PA",394666,96,991.0
2015/12/01,2443,"Melbourne, FL",394957,97,1077.0
2015/12/01,2444,"Spokane, WA",395113,99,968.0
2015/12/01,2445,"Provo, UT",395006,100,1103.0
2015/12/01,2446,"Killeen, TX",394746,128,883.0
2015/12/01,2447,"College Station, TX",394483,192,1341.0
2016/01/01,2448,United States,102001,0,1445.0
2016/01/01,2449,"New York, NY",394913,1,5119.0
2016/01/01,2450,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2003.0
2016/01/01,2451,"Chicago, IL",394463,3,1498.0
2016/01/01,2452,"Dallas-Fort Worth, TX",394514,4,1228.0
2016/01/01,2453,"Philadelphia, PA",394974,5,1404.0
2016/01/01,2454,"Houston, TX",394692,6,1266.0
2016/01/01,2455,"Washington, DC",395209,7,1834.0
2016/01/01,2456,"Miami-Fort Lauderdale, FL",394856,8,1745.0
2016/01/01,2457,"Atlanta, GA",394347,9,1189.0
2016/01/01,2458,"Boston, MA",394404,10,2312.0
2016/01/01,2459,"San Francisco, CA",395057,11,2792.0
2016/01/01,2460,"Detroit, MI",394532,12,1025.0
2016/01/01,2461,"Riverside, CA",395025,13,1560.0
2016/01/01,2462,"Phoenix, AZ",394976,14,1067.0
2016/01/01,2463,"Seattle, WA",395078,15,1590.0
2016/01/01,2464,"Minneapolis-St Paul, MN",394865,16,1267.0
2016/01/01,2465,"San Diego, CA",395056,17,1924.0
2016/01/01,2466,"St. Louis, MO",395121,18,963.0
2016/01/01,2467,"Tampa, FL",395148,19,1217.0
2016/01/01,2468,"Baltimore, MD",394358,20,1493.0
2016/01/01,2469,"Denver, CO",394530,21,1463.0
2016/01/01,2470,"Pittsburgh, PA",394982,22,1071.0
2016/01/01,2471,"Portland, OR",394998,23,1373.0
2016/01/01,2472,"Charlotte, NC",394458,24,1167.0
2016/01/01,2473,"Sacramento, CA",395045,25,1437.0
2016/01/01,2474,"San Antonio, TX",395055,26,1033.0
2016/01/01,2475,"Orlando, FL",394943,27,1278.0
2016/01/01,2476,"Cincinnati, OH",394466,28,1011.0
2016/01/01,2477,"Cleveland, OH",394475,29,998.0
2016/01/01,2478,"Kansas City, MO",394735,30,958.0
2016/01/01,2479,"Las Vegas, NV",394775,31,1081.0
2016/01/01,2480,"Columbus, OH",394492,32,1005.0
2016/01/01,2481,"Indianapolis, IN",394705,33,1009.0
2016/01/01,2482,"San Jose, CA",395059,34,2795.0
2016/01/01,2483,"Austin, TX",394355,35,1299.0
2016/01/01,2484,"Virginia Beach, VA",395194,36,1185.0
2016/01/01,2485,"Nashville, TN",394902,37,1289.0
2016/01/01,2486,"Providence, RI",395005,38,1253.0
2016/01/01,2487,"Milwaukee, WI",394862,39,1005.0
2016/01/01,2488,"Jacksonville, FL",394714,40,1135.0
2016/01/01,2489,"Memphis, TN",394849,41,1037.0
2016/01/01,2490,"Oklahoma City, OK",394935,42,1007.0
2016/01/01,2491,"Louisville-Jefferson County, KY",394807,43,912.0
2016/01/01,2492,"Hartford, CT",394669,44,1285.0
2016/01/01,2493,"Richmond, VA",395022,45,1130.0
2016/01/01,2494,"New Orleans, LA",394910,46,1124.0
2016/01/01,2495,"Buffalo, NY",394425,47,874.0
2016/01/01,2496,"Raleigh, NC",395012,48,1208.0
2016/01/01,2497,"Birmingham, AL",394388,49,1017.0
2016/01/01,2498,"Salt Lake City, UT",395053,50,1115.0
2016/01/01,2499,"Rochester, NY",395031,51,995.0
2016/01/01,2500,"Grand Rapids, MI",394640,52,997.0
2016/01/01,2501,"Tucson, AZ",395167,53,966.0
2016/01/01,2502,"Urban Honolulu, HI",753924,54,2216.0
2016/01/01,2503,"Tulsa, OK",395169,55,938.0
2016/01/01,2504,"Fresno, CA",394619,56,1220.0
2016/01/01,2505,"Worcester, MA",395238,57,1192.0
2016/01/01,2506,"Stamford, CT",394415,58,2002.0
2016/01/01,2507,"Albuquerque, NM",394312,59,966.0
2016/01/01,2508,"Albany, NY",394308,60,1102.0
2016/01/01,2509,"Omaha, NE",394938,61,898.0
2016/01/01,2510,"New Haven, CT",394908,62,1362.0
2016/01/01,2511,"Bakersfield, CA",394357,63,1059.0
2016/01/01,2512,"Knoxville, TN",394753,64,976.0
2016/01/01,2513,"Greenville, SC",394653,65,1016.0
2016/01/01,2514,"Ventura, CA",394952,66,2100.0
2016/01/01,2515,"Allentown, PA",394318,67,1225.0
2016/01/01,2516,"El Paso, TX",394561,68,987.0
2016/01/01,2517,"Baton Rouge, LA",394367,69,1111.0
2016/01/01,2518,"Dayton, OH",394521,70,858.0
2016/01/01,2519,"McAllen, TX",394843,71,828.0
2016/01/01,2520,"Columbia, SC",394486,72,994.0
2016/01/01,2521,"Greensboro, NC",394648,73,984.0
2016/01/01,2522,"Akron, OH",394304,74,845.0
2016/01/01,2523,"North Port-Sarasota-Bradenton, FL",753906,75,1390.0
2016/01/01,2524,"Little Rock, AR",394798,76,805.0
2016/01/01,2525,"Stockton, CA",395134,77,1571.0
2016/01/01,2526,"Charleston, SC",394457,78,1257.0
2016/01/01,2527,"Syracuse, NY",395143,79,1005.0
2016/01/01,2528,"Colorado Springs, CO",394484,80,1149.0
2016/01/01,2529,"Winston-Salem, NC",395235,81,1116.0
2016/01/01,2530,"Wichita, KS",395224,82,768.0
2016/01/01,2531,"Springfield, MA",395115,83,1298.0
2016/01/01,2532,"Fort Myers, FL",394440,84,1189.0
2016/01/01,2533,"Boise City, ID",394399,85,1056.0
2016/01/01,2534,"Toledo, OH",395160,86,861.0
2016/01/01,2535,"Madison, WI",394816,87,1093.0
2016/01/01,2536,"Lakeland, FL",394766,88,1109.0
2016/01/01,2537,"Ogden, UT",394931,89,1032.0
2016/01/01,2538,"Daytona Beach, FL",394528,90,1121.0
2016/01/01,2539,"Des Moines, IA",394531,91,1034.0
2016/01/01,2540,"Jackson, MS",394711,92,1133.0
2016/01/01,2541,"Youngstown, OH",395245,93,637.0
2016/01/01,2542,"Augusta, GA",394352,94,936.0
2016/01/01,2543,"Scranton, PA",395075,95,858.0
2016/01/01,2544,"Harrisburg, PA",394666,96,993.0
2016/01/01,2545,"Melbourne, FL",394957,97,1084.0
2016/01/01,2546,"Spokane, WA",395113,99,972.0
2016/01/01,2547,"Provo, UT",395006,100,1108.0
2016/01/01,2548,"Killeen, TX",394746,128,883.0
2016/01/01,2549,"College Station, TX",394483,192,1345.0
2016/02/01,2550,United States,102001,0,1450.0
2016/02/01,2551,"New York, NY",394913,1,5128.0
2016/02/01,2552,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2013.0
2016/02/01,2553,"Chicago, IL",394463,3,1502.0
2016/02/01,2554,"Dallas-Fort Worth, TX",394514,4,1233.0
2016/02/01,2555,"Philadelphia, PA",394974,5,1407.0
2016/02/01,2556,"Houston, TX",394692,6,1266.0
2016/02/01,2557,"Washington, DC",395209,7,1836.0
2016/02/01,2558,"Miami-Fort Lauderdale, FL",394856,8,1750.0
2016/02/01,2559,"Atlanta, GA",394347,9,1195.0
2016/02/01,2560,"Boston, MA",394404,10,2319.0
2016/02/01,2561,"San Francisco, CA",395057,11,2802.0
2016/02/01,2562,"Detroit, MI",394532,12,1028.0
2016/02/01,2563,"Riverside, CA",395025,13,1567.0
2016/02/01,2564,"Phoenix, AZ",394976,14,1072.0
2016/02/01,2565,"Seattle, WA",395078,15,1600.0
2016/02/01,2566,"Minneapolis-St Paul, MN",394865,16,1272.0
2016/02/01,2567,"San Diego, CA",395056,17,1933.0
2016/02/01,2568,"St. Louis, MO",395121,18,965.0
2016/02/01,2569,"Tampa, FL",395148,19,1222.0
2016/02/01,2570,"Baltimore, MD",394358,20,1494.0
2016/02/01,2571,"Denver, CO",394530,21,1469.0
2016/02/01,2572,"Pittsburgh, PA",394982,22,1071.0
2016/02/01,2573,"Portland, OR",394998,23,1380.0
2016/02/01,2574,"Charlotte, NC",394458,24,1172.0
2016/02/01,2575,"Sacramento, CA",395045,25,1447.0
2016/02/01,2576,"San Antonio, TX",395055,26,1036.0
2016/02/01,2577,"Orlando, FL",394943,27,1284.0
2016/02/01,2578,"Cincinnati, OH",394466,28,1014.0
2016/02/01,2579,"Cleveland, OH",394475,29,1002.0
2016/02/01,2580,"Kansas City, MO",394735,30,961.0
2016/02/01,2581,"Las Vegas, NV",394775,31,1085.0
2016/02/01,2582,"Columbus, OH",394492,32,1007.0
2016/02/01,2583,"Indianapolis, IN",394705,33,1012.0
2016/02/01,2584,"San Jose, CA",395059,34,2800.0
2016/02/01,2585,"Austin, TX",394355,35,1302.0
2016/02/01,2586,"Virginia Beach, VA",395194,36,1186.0
2016/02/01,2587,"Nashville, TN",394902,37,1295.0
2016/02/01,2588,"Providence, RI",395005,38,1257.0
2016/02/01,2589,"Milwaukee, WI",394862,39,1006.0
2016/02/01,2590,"Jacksonville, FL",394714,40,1138.0
2016/02/01,2591,"Memphis, TN",394849,41,1039.0
2016/02/01,2592,"Oklahoma City, OK",394935,42,1007.0
2016/02/01,2593,"Louisville-Jefferson County, KY",394807,43,915.0
2016/02/01,2594,"Hartford, CT",394669,44,1287.0
2016/02/01,2595,"Richmond, VA",395022,45,1133.0
2016/02/01,2596,"New Orleans, LA",394910,46,1125.0
2016/02/01,2597,"Buffalo, NY",394425,47,876.0
2016/02/01,2598,"Raleigh, NC",395012,48,1211.0
2016/02/01,2599,"Birmingham, AL",394388,49,1019.0
2016/02/01,2600,"Salt Lake City, UT",395053,50,1119.0
2016/02/01,2601,"Rochester, NY",395031,51,998.0
2016/02/01,2602,"Grand Rapids, MI",394640,52,1004.0
2016/02/01,2603,"Tucson, AZ",395167,53,969.0
2016/02/01,2604,"Urban Honolulu, HI",753924,54,2219.0
2016/02/01,2605,"Tulsa, OK",395169,55,939.0
2016/02/01,2606,"Fresno, CA",394619,56,1224.0
2016/02/01,2607,"Worcester, MA",395238,57,1197.0
2016/02/01,2608,"Stamford, CT",394415,58,2004.0
2016/02/01,2609,"Albuquerque, NM",394312,59,968.0
2016/02/01,2610,"Albany, NY",394308,60,1105.0
2016/02/01,2611,"Omaha, NE",394938,61,901.0
2016/02/01,2612,"New Haven, CT",394908,62,1364.0
2016/02/01,2613,"Bakersfield, CA",394357,63,1061.0
2016/02/01,2614,"Knoxville, TN",394753,64,980.0
2016/02/01,2615,"Greenville, SC",394653,65,1019.0
2016/02/01,2616,"Ventura, CA",394952,66,2109.0
2016/02/01,2617,"Allentown, PA",394318,67,1228.0
2016/02/01,2618,"El Paso, TX",394561,68,987.0
2016/02/01,2619,"Baton Rouge, LA",394367,69,1115.0
2016/02/01,2620,"Dayton, OH",394521,70,861.0
2016/02/01,2621,"McAllen, TX",394843,71,829.0
2016/02/01,2622,"Columbia, SC",394486,72,996.0
2016/02/01,2623,"Greensboro, NC",394648,73,986.0
2016/02/01,2624,"Akron, OH",394304,74,846.0
2016/02/01,2625,"North Port-Sarasota-Bradenton, FL",753906,75,1394.0
2016/02/01,2626,"Little Rock, AR",394798,76,805.0
2016/02/01,2627,"Stockton, CA",395134,77,1581.0
2016/02/01,2628,"Charleston, SC",394457,78,1262.0
2016/02/01,2629,"Syracuse, NY",395143,79,1007.0
2016/02/01,2630,"Colorado Springs, CO",394484,80,1156.0
2016/02/01,2631,"Winston-Salem, NC",395235,81,1118.0
2016/02/01,2632,"Wichita, KS",395224,82,769.0
2016/02/01,2633,"Springfield, MA",395115,83,1302.0
2016/02/01,2634,"Fort Myers, FL",394440,84,1195.0
2016/02/01,2635,"Boise City, ID",394399,85,1062.0
2016/02/01,2636,"Toledo, OH",395160,86,864.0
2016/02/01,2637,"Madison, WI",394816,87,1096.0
2016/02/01,2638,"Lakeland, FL",394766,88,1114.0
2016/02/01,2639,"Ogden, UT",394931,89,1036.0
2016/02/01,2640,"Daytona Beach, FL",394528,90,1128.0
2016/02/01,2641,"Des Moines, IA",394531,91,1035.0
2016/02/01,2642,"Jackson, MS",394711,92,1135.0
2016/02/01,2643,"Youngstown, OH",395245,93,638.0
2016/02/01,2644,"Augusta, GA",394352,94,937.0
2016/02/01,2645,"Scranton, PA",395075,95,860.0
2016/02/01,2646,"Harrisburg, PA",394666,96,995.0
2016/02/01,2647,"Melbourne, FL",394957,97,1091.0
2016/02/01,2648,"Spokane, WA",395113,99,976.0
2016/02/01,2649,"Provo, UT",395006,100,1113.0
2016/02/01,2650,"Killeen, TX",394746,128,884.0
2016/02/01,2651,"College Station, TX",394483,192,1347.0
2016/03/01,2652,United States,102001,0,1454.0
2016/03/01,2653,"New York, NY",394913,1,5137.0
2016/03/01,2654,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2023.0
2016/03/01,2655,"Chicago, IL",394463,3,1505.0
2016/03/01,2656,"Dallas-Fort Worth, TX",394514,4,1239.0
2016/03/01,2657,"Philadelphia, PA",394974,5,1411.0
2016/03/01,2658,"Houston, TX",394692,6,1267.0
2016/03/01,2659,"Washington, DC",395209,7,1839.0
2016/03/01,2660,"Miami-Fort Lauderdale, FL",394856,8,1755.0
2016/03/01,2661,"Atlanta, GA",394347,9,1201.0
2016/03/01,2662,"Boston, MA",394404,10,2327.0
2016/03/01,2663,"San Francisco, CA",395057,11,2812.0
2016/03/01,2664,"Detroit, MI",394532,12,1031.0
2016/03/01,2665,"Riverside, CA",395025,13,1573.0
2016/03/01,2666,"Phoenix, AZ",394976,14,1077.0
2016/03/01,2667,"Seattle, WA",395078,15,1610.0
2016/03/01,2668,"Minneapolis-St Paul, MN",394865,16,1276.0
2016/03/01,2669,"San Diego, CA",395056,17,1942.0
2016/03/01,2670,"St. Louis, MO",395121,18,967.0
2016/03/01,2671,"Tampa, FL",395148,19,1227.0
2016/03/01,2672,"Baltimore, MD",394358,20,1494.0
2016/03/01,2673,"Denver, CO",394530,21,1474.0
2016/03/01,2674,"Pittsburgh, PA",394982,22,1072.0
2016/03/01,2675,"Portland, OR",394998,23,1387.0
2016/03/01,2676,"Charlotte, NC",394458,24,1177.0
2016/03/01,2677,"Sacramento, CA",395045,25,1456.0
2016/03/01,2678,"San Antonio, TX",395055,26,1039.0
2016/03/01,2679,"Orlando, FL",394943,27,1289.0
2016/03/01,2680,"Cincinnati, OH",394466,28,1016.0
2016/03/01,2681,"Cleveland, OH",394475,29,1005.0
2016/03/01,2682,"Kansas City, MO",394735,30,964.0
2016/03/01,2683,"Las Vegas, NV",394775,31,1089.0
2016/03/01,2684,"Columbus, OH",394492,32,1010.0
2016/03/01,2685,"Indianapolis, IN",394705,33,1014.0
2016/03/01,2686,"San Jose, CA",395059,34,2805.0
2016/03/01,2687,"Austin, TX",394355,35,1305.0
2016/03/01,2688,"Virginia Beach, VA",395194,36,1187.0
2016/03/01,2689,"Nashville, TN",394902,37,1300.0
2016/03/01,2690,"Providence, RI",395005,38,1262.0
2016/03/01,2691,"Milwaukee, WI",394862,39,1008.0
2016/03/01,2692,"Jacksonville, FL",394714,40,1142.0
2016/03/01,2693,"Memphis, TN",394849,41,1041.0
2016/03/01,2694,"Oklahoma City, OK",394935,42,1007.0
2016/03/01,2695,"Louisville-Jefferson County, KY",394807,43,919.0
2016/03/01,2696,"Hartford, CT",394669,44,1289.0
2016/03/01,2697,"Richmond, VA",395022,45,1135.0
2016/03/01,2698,"New Orleans, LA",394910,46,1126.0
2016/03/01,2699,"Buffalo, NY",394425,47,878.0
2016/03/01,2700,"Raleigh, NC",395012,48,1215.0
2016/03/01,2701,"Birmingham, AL",394388,49,1020.0
2016/03/01,2702,"Salt Lake City, UT",395053,50,1124.0
2016/03/01,2703,"Rochester, NY",395031,51,999.0
2016/03/01,2704,"Grand Rapids, MI",394640,52,1011.0
2016/03/01,2705,"Tucson, AZ",395167,53,971.0
2016/03/01,2706,"Urban Honolulu, HI",753924,54,2222.0
2016/03/01,2707,"Tulsa, OK",395169,55,939.0
2016/03/01,2708,"Fresno, CA",394619,56,1229.0
2016/03/01,2709,"Worcester, MA",395238,57,1202.0
2016/03/01,2710,"Stamford, CT",394415,58,2006.0
2016/03/01,2711,"Albuquerque, NM",394312,59,971.0
2016/03/01,2712,"Albany, NY",394308,60,1108.0
2016/03/01,2713,"Omaha, NE",394938,61,903.0
2016/03/01,2714,"New Haven, CT",394908,62,1367.0
2016/03/01,2715,"Bakersfield, CA",394357,63,1063.0
2016/03/01,2716,"Knoxville, TN",394753,64,983.0
2016/03/01,2717,"Greenville, SC",394653,65,1023.0
2016/03/01,2718,"Ventura, CA",394952,66,2117.0
2016/03/01,2719,"Allentown, PA",394318,67,1231.0
2016/03/01,2720,"El Paso, TX",394561,68,987.0
2016/03/01,2721,"Baton Rouge, LA",394367,69,1118.0
2016/03/01,2722,"Dayton, OH",394521,70,863.0
2016/03/01,2723,"McAllen, TX",394843,71,830.0
2016/03/01,2724,"Columbia, SC",394486,72,998.0
2016/03/01,2725,"Greensboro, NC",394648,73,987.0
2016/03/01,2726,"Akron, OH",394304,74,848.0
2016/03/01,2727,"North Port-Sarasota-Bradenton, FL",753906,75,1398.0
2016/03/01,2728,"Little Rock, AR",394798,76,806.0
2016/03/01,2729,"Stockton, CA",395134,77,1592.0
2016/03/01,2730,"Charleston, SC",394457,78,1268.0
2016/03/01,2731,"Syracuse, NY",395143,79,1009.0
2016/03/01,2732,"Colorado Springs, CO",394484,80,1163.0
2016/03/01,2733,"Winston-Salem, NC",395235,81,1120.0
2016/03/01,2734,"Wichita, KS",395224,82,770.0
2016/03/01,2735,"Springfield, MA",395115,83,1306.0
2016/03/01,2736,"Fort Myers, FL",394440,84,1201.0
2016/03/01,2737,"Boise City, ID",394399,85,1068.0
2016/03/01,2738,"Toledo, OH",395160,86,866.0
2016/03/01,2739,"Madison, WI",394816,87,1098.0
2016/03/01,2740,"Lakeland, FL",394766,88,1119.0
2016/03/01,2741,"Ogden, UT",394931,89,1041.0
2016/03/01,2742,"Daytona Beach, FL",394528,90,1134.0
2016/03/01,2743,"Des Moines, IA",394531,91,1036.0
2016/03/01,2744,"Jackson, MS",394711,92,1138.0
2016/03/01,2745,"Youngstown, OH",395245,93,640.0
2016/03/01,2746,"Augusta, GA",394352,94,939.0
2016/03/01,2747,"Scranton, PA",395075,95,861.0
2016/03/01,2748,"Harrisburg, PA",394666,96,998.0
2016/03/01,2749,"Melbourne, FL",394957,97,1097.0
2016/03/01,2750,"Spokane, WA",395113,99,980.0
2016/03/01,2751,"Provo, UT",395006,100,1119.0
2016/03/01,2752,"Killeen, TX",394746,128,885.0
2016/03/01,2753,"College Station, TX",394483,192,1350.0
2016/04/01,2754,United States,102001,0,1459.0
2016/04/01,2755,"New York, NY",394913,1,5146.0
2016/04/01,2756,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2033.0
2016/04/01,2757,"Chicago, IL",394463,3,1509.0
2016/04/01,2758,"Dallas-Fort Worth, TX",394514,4,1244.0
2016/04/01,2759,"Philadelphia, PA",394974,5,1414.0
2016/04/01,2760,"Houston, TX",394692,6,1267.0
2016/04/01,2761,"Washington, DC",395209,7,1841.0
2016/04/01,2762,"Miami-Fort Lauderdale, FL",394856,8,1759.0
2016/04/01,2763,"Atlanta, GA",394347,9,1207.0
2016/04/01,2764,"Boston, MA",394404,10,2335.0
2016/04/01,2765,"San Francisco, CA",395057,11,2822.0
2016/04/01,2766,"Detroit, MI",394532,12,1035.0
2016/04/01,2767,"Riverside, CA",395025,13,1579.0
2016/04/01,2768,"Phoenix, AZ",394976,14,1082.0
2016/04/01,2769,"Seattle, WA",395078,15,1620.0
2016/04/01,2770,"Minneapolis-St Paul, MN",394865,16,1280.0
2016/04/01,2771,"San Diego, CA",395056,17,1952.0
2016/04/01,2772,"St. Louis, MO",395121,18,969.0
2016/04/01,2773,"Tampa, FL",395148,19,1232.0
2016/04/01,2774,"Baltimore, MD",394358,20,1495.0
2016/04/01,2775,"Denver, CO",394530,21,1479.0
2016/04/01,2776,"Pittsburgh, PA",394982,22,1073.0
2016/04/01,2777,"Portland, OR",394998,23,1395.0
2016/04/01,2778,"Charlotte, NC",394458,24,1182.0
2016/04/01,2779,"Sacramento, CA",395045,25,1465.0
2016/04/01,2780,"San Antonio, TX",395055,26,1041.0
2016/04/01,2781,"Orlando, FL",394943,27,1294.0
2016/04/01,2782,"Cincinnati, OH",394466,28,1019.0
2016/04/01,2783,"Cleveland, OH",394475,29,1009.0
2016/04/01,2784,"Kansas City, MO",394735,30,967.0
2016/04/01,2785,"Las Vegas, NV",394775,31,1093.0
2016/04/01,2786,"Columbus, OH",394492,32,1013.0
2016/04/01,2787,"Indianapolis, IN",394705,33,1017.0
2016/04/01,2788,"San Jose, CA",395059,34,2810.0
2016/04/01,2789,"Austin, TX",394355,35,1309.0
2016/04/01,2790,"Virginia Beach, VA",395194,36,1188.0
2016/04/01,2791,"Nashville, TN",394902,37,1306.0
2016/04/01,2792,"Providence, RI",395005,38,1267.0
2016/04/01,2793,"Milwaukee, WI",394862,39,1009.0
2016/04/01,2794,"Jacksonville, FL",394714,40,1145.0
2016/04/01,2795,"Memphis, TN",394849,41,1043.0
2016/04/01,2796,"Oklahoma City, OK",394935,42,1006.0
2016/04/01,2797,"Louisville-Jefferson County, KY",394807,43,922.0
2016/04/01,2798,"Hartford, CT",394669,44,1291.0
2016/04/01,2799,"Richmond, VA",395022,45,1137.0
2016/04/01,2800,"New Orleans, LA",394910,46,1127.0
2016/04/01,2801,"Buffalo, NY",394425,47,881.0
2016/04/01,2802,"Raleigh, NC",395012,48,1218.0
2016/04/01,2803,"Birmingham, AL",394388,49,1022.0
2016/04/01,2804,"Salt Lake City, UT",395053,50,1129.0
2016/04/01,2805,"Rochester, NY",395031,51,1001.0
2016/04/01,2806,"Grand Rapids, MI",394640,52,1018.0
2016/04/01,2807,"Tucson, AZ",395167,53,974.0
2016/04/01,2808,"Urban Honolulu, HI",753924,54,2225.0
2016/04/01,2809,"Tulsa, OK",395169,55,940.0
2016/04/01,2810,"Fresno, CA",394619,56,1233.0
2016/04/01,2811,"Worcester, MA",395238,57,1207.0
2016/04/01,2812,"Stamford, CT",394415,58,2009.0
2016/04/01,2813,"Albuquerque, NM",394312,59,973.0
2016/04/01,2814,"Albany, NY",394308,60,1111.0
2016/04/01,2815,"Omaha, NE",394938,61,906.0
2016/04/01,2816,"New Haven, CT",394908,62,1370.0
2016/04/01,2817,"Bakersfield, CA",394357,63,1065.0
2016/04/01,2818,"Knoxville, TN",394753,64,987.0
2016/04/01,2819,"Greenville, SC",394653,65,1027.0
2016/04/01,2820,"Ventura, CA",394952,66,2125.0
2016/04/01,2821,"Allentown, PA",394318,67,1234.0
2016/04/01,2822,"El Paso, TX",394561,68,988.0
2016/04/01,2823,"Baton Rouge, LA",394367,69,1121.0
2016/04/01,2824,"Dayton, OH",394521,70,866.0
2016/04/01,2825,"McAllen, TX",394843,71,831.0
2016/04/01,2826,"Columbia, SC",394486,72,1000.0
2016/04/01,2827,"Greensboro, NC",394648,73,989.0
2016/04/01,2828,"Akron, OH",394304,74,849.0
2016/04/01,2829,"North Port-Sarasota-Bradenton, FL",753906,75,1402.0
2016/04/01,2830,"Little Rock, AR",394798,76,806.0
2016/04/01,2831,"Stockton, CA",395134,77,1602.0
2016/04/01,2832,"Charleston, SC",394457,78,1273.0
2016/04/01,2833,"Syracuse, NY",395143,79,1011.0
2016/04/01,2834,"Colorado Springs, CO",394484,80,1169.0
2016/04/01,2835,"Winston-Salem, NC",395235,81,1123.0
2016/04/01,2836,"Wichita, KS",395224,82,771.0
2016/04/01,2837,"Springfield, MA",395115,83,1310.0
2016/04/01,2838,"Fort Myers, FL",394440,84,1207.0
2016/04/01,2839,"Boise City, ID",394399,85,1074.0
2016/04/01,2840,"Toledo, OH",395160,86,869.0
2016/04/01,2841,"Madison, WI",394816,87,1101.0
2016/04/01,2842,"Lakeland, FL",394766,88,1125.0
2016/04/01,2843,"Ogden, UT",394931,89,1046.0
2016/04/01,2844,"Daytona Beach, FL",394528,90,1140.0
2016/04/01,2845,"Des Moines, IA",394531,91,1038.0
2016/04/01,2846,"Jackson, MS",394711,92,1140.0
2016/04/01,2847,"Youngstown, OH",395245,93,642.0
2016/04/01,2848,"Augusta, GA",394352,94,941.0
2016/04/01,2849,"Scranton, PA",395075,95,863.0
2016/04/01,2850,"Harrisburg, PA",394666,96,1000.0
2016/04/01,2851,"Melbourne, FL",394957,97,1104.0
2016/04/01,2852,"Spokane, WA",395113,99,984.0
2016/04/01,2853,"Provo, UT",395006,100,1125.0
2016/04/01,2854,"Killeen, TX",394746,128,885.0
2016/04/01,2855,"College Station, TX",394483,192,1352.0
2016/05/01,2856,United States,102001,0,1463.0
2016/05/01,2857,"New York, NY",394913,1,5153.0
2016/05/01,2858,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2043.0
2016/05/01,2859,"Chicago, IL",394463,3,1512.0
2016/05/01,2860,"Dallas-Fort Worth, TX",394514,4,1249.0
2016/05/01,2861,"Philadelphia, PA",394974,5,1417.0
2016/05/01,2862,"Houston, TX",394692,6,1267.0
2016/05/01,2863,"Washington, DC",395209,7,1843.0
2016/05/01,2864,"Miami-Fort Lauderdale, FL",394856,8,1763.0
2016/05/01,2865,"Atlanta, GA",394347,9,1213.0
2016/05/01,2866,"Boston, MA",394404,10,2342.0
2016/05/01,2867,"San Francisco, CA",395057,11,2827.0
2016/05/01,2868,"Detroit, MI",394532,12,1037.0
2016/05/01,2869,"Riverside, CA",395025,13,1585.0
2016/05/01,2870,"Phoenix, AZ",394976,14,1087.0
2016/05/01,2871,"Seattle, WA",395078,15,1630.0
2016/05/01,2872,"Minneapolis-St Paul, MN",394865,16,1285.0
2016/05/01,2873,"San Diego, CA",395056,17,1960.0
2016/05/01,2874,"St. Louis, MO",395121,18,970.0
2016/05/01,2875,"Tampa, FL",395148,19,1237.0
2016/05/01,2876,"Baltimore, MD",394358,20,1495.0
2016/05/01,2877,"Denver, CO",394530,21,1483.0
2016/05/01,2878,"Pittsburgh, PA",394982,22,1074.0
2016/05/01,2879,"Portland, OR",394998,23,1401.0
2016/05/01,2880,"Charlotte, NC",394458,24,1187.0
2016/05/01,2881,"Sacramento, CA",395045,25,1475.0
2016/05/01,2882,"San Antonio, TX",395055,26,1044.0
2016/05/01,2883,"Orlando, FL",394943,27,1299.0
2016/05/01,2884,"Cincinnati, OH",394466,28,1022.0
2016/05/01,2885,"Cleveland, OH",394475,29,1010.0
2016/05/01,2886,"Kansas City, MO",394735,30,970.0
2016/05/01,2887,"Las Vegas, NV",394775,31,1097.0
2016/05/01,2888,"Columbus, OH",394492,32,1015.0
2016/05/01,2889,"Indianapolis, IN",394705,33,1019.0
2016/05/01,2890,"San Jose, CA",395059,34,2811.0
2016/05/01,2891,"Austin, TX",394355,35,1311.0
2016/05/01,2892,"Virginia Beach, VA",395194,36,1189.0
2016/05/01,2893,"Nashville, TN",394902,37,1311.0
2016/05/01,2894,"Providence, RI",395005,38,1271.0
2016/05/01,2895,"Milwaukee, WI",394862,39,1010.0
